"model","method","p","n","rho","B","coverage","avg_width","median_width","lower_zero_rate","mean_p_hat","sd_p_hat","mean_defaults","sd_defaults"
"independent","Agresti_Coull",0.005,10000,0,10000,0.9454,0.00280931172825939,0.00281612373294098,0,0.00499903,0.000701552048409569,49.9903,7.01552048409569
"vasicek","Wald",0.005,10000,0.01,10000,0.6054,0.00273328281492345,0.00270927998760578,0,0.00501789,0.0016451485037102,50.1789,16.451485037102
"vasicek","Clopper_Pearson",0.005,10000,0.01,10000,0.6134,0.00284208681964066,0.00281792476791382,0,0.00501789,0.0016451485037102,50.1789,16.451485037102
"vasicek","Wilson",0.005,10000,0.01,10000,0.6006,0.00275979504783286,0.00273532751861387,0,0.00501789,0.0016451485037102,50.1789,16.451485037102
"vasicek","Agresti_Coull",0.005,10000,0.01,10000,0.6006,0.0027865295616027,0.00276162964580186,0,0.00501789,0.0016451485037102,50.1789,16.451485037102
"vasicek","Wald",0.005,10000,0.05,10000,0.3067,0.00260928602044252,0.00250482783776211,0.0035,0.00499501,0.0035586630225621,49.9501,35.586630225621
"vasicek","Clopper_Pearson",0.005,10000,0.05,10000,0.315,0.00271981354530836,0.00261425564175374,0,0.00499501,0.0035586630225621,49.9501,35.586630225621
"vasicek","Wilson",0.005,10000,0.05,10000,0.3079,0.00264032633505357,0.00253314027134564,0,0.00499501,0.0035586630225621,49.9501,35.586630225621
"vasicek","Agresti_Coull",0.005,10000,0.05,10000,0.3079,0.00267097042823852,0.0025615991767626,5e-04,0.00499501,0.0035586630225621,49.9501,35.586630225621
"vasicek","Wald",0.005,10000,0.1,10000,0.2128,0.00246370896519696,0.00224810859361671,0.034,0.0050309,0.00554333185393084,50.309,55.4333185393084
"vasicek","Clopper_Pearson",0.005,10000,0.1,10000,0.2199,0.00257924090075744,0.00235870983635083,0.0033,0.0050309,0.00554333185393084,50.309,55.4333185393084
"vasicek","Wilson",0.005,10000,0.1,10000,0.214,0.00250420565312377,0.0022798171621937,0.0033,0.0050309,0.00554333185393084,50.309,55.4333185393084
"vasicek","Agresti_Coull",0.005,10000,0.1,10000,0.214,0.00254029466329415,0.00231149847171206,0.0101,0.0050309,0.00554333185393084,50.309,55.4333185393084
"vasicek","Wald",0.005,10000,0.2,10000,0.1265,0.00217105953673256,0.00175129115867185,0.1612,0.00506945,0.00896132145532804,50.6945,89.6132145532804
"vasicek","Clopper_Pearson",0.005,10000,0.2,10000,0.1309,0.00230834683559772,0.00186508936789335,0.0455,0.00506945,0.00896132145532804,50.6945,89.6132145532804
"vasicek","Wilson",0.005,10000,0.2,10000,0.1284,0.00224440855410036,0.00179223895210732,0.0455,0.00506945,0.00896132145532804,50.6945,89.6132145532804
"vasicek","Agresti_Coull",0.005,10000,0.2,10000,0.1284,0.00229014312082505,0.00183257790042044,0.0883,0.00506945,0.00896132145532804,50.6945,89.6132145532804
"vasicek","Wald",0.005,10000,0.25,10000,0.1072,0.00200355835589521,0.00151704251076819,0.242,0.00505627,0.0114190046875332,50.5627,114.190046875332
"vasicek","Clopper_Pearson",0.005,10000,0.25,10000,0.1113,0.00215706033555706,0.00163304296759331,0.0907,0.00505627,0.0114190046875332,50.5627,114.190046875332
"vasicek","Wilson",0.005,10000,0.25,10000,0.1081,0.00209981246048141,0.00156432272437832,0.0907,0.00505627,0.0114190046875332,50.5627,114.190046875332
"vasicek","Agresti_Coull",0.005,10000,0.25,10000,0.1081,0.00214999078168655,0.00161047218235236,0.1516,0.00505627,0.0114190046875332,50.5627,114.190046875332
"independent","Wald",0.005,25000,0,10000,0.9523,0.00174853213056278,0.00174865697644579,0,0.005009188,0.00044140995110044,125.2297,11.035248777511
"independent","Clopper_Pearson",0.005,25000,0,10000,0.9536,0.00179068083623075,0.00179080109198609,0,0.005009188,0.00044140995110044,125.2297,11.035248777511
"independent","Wilson",0.005,25000,0,10000,0.9485,0.00175501410816191,0.00175512545405381,0,0.005009188,0.00044140995110044,125.2297,11.035248777511
"independent","Agresti_Coull",0.005,25000,0,10000,0.9485,0.0017616043482401,0.00176170250837107,0,0.005009188,0.00044140995110044,125.2297,11.035248777511
"vasicek","Wald",0.005,25000,0.01,10000,0.435,0.00172405186125467,0.00170637889106157,0,0.004973156,0.0015190848565976,124.3289,37.97712141494
"vasicek","Clopper_Pearson",0.005,25000,0.01,10000,0.4388,0.00176628388701446,0.00174858249252992,0,0.004973156,0.0015190848565976,124.3289,37.97712141494
"vasicek","Wilson",0.005,25000,0.01,10000,0.4323,0.0017307775923957,0.00171302012193946,0,0.004973156,0.0015190848565976,124.3289,37.97712141494
"vasicek","Agresti_Coull",0.005,25000,0.01,10000,0.4323,0.00173760492140239,0.00171976473437169,0,0.004973156,0.0015190848565976,124.3289,37.97712141494
"vasicek","Wald",0.005,25000,0.05,10000,0.2003,0.00164634898041495,0.00158033948394991,0,0.004946996,0.00350404657649196,123.6749,87.601164412299
"vasicek","Clopper_Pearson",0.005,25000,0.05,10000,0.203,0.00168894088703986,0.00162273825430536,0,0.004946996,0.00350404657649196,123.6749,87.601164412299
"vasicek","Wilson",0.005,25000,0.05,10000,0.1995,0.00165412552228814,0.00158754816660889,0,0.004946996,0.00350404657649196,123.6749,87.601164412299
"vasicek","Agresti_Coull",0.005,25000,0.05,10000,0.1995,0.00166196449606685,0.00159484344350425,0,0.004946996,0.00350404657649196,123.6749,87.601164412299
"vasicek","Wald",0.005,25000,0.1,10000,0.1367,0.00155183730230798,0.00142611647148467,0.006,0.004890016,0.00508990296085879,122.2504,127.24757402147
"vasicek","Clopper_Pearson",0.005,25000,0.1,10000,0.1384,0.00159520488940271,0.00146879855384415,3e-04,0.004890016,0.00508990296085879,122.2504,127.24757402147
"vasicek","Wilson",0.005,25000,0.1,10000,0.1368,0.00156153383008359,0.00143415025226876,3e-04,0.004890016,0.00508990296085879,122.2504,127.24757402147
"vasicek","Agresti_Coull",0.005,25000,0.1,10000,0.1368,0.00157097031385949,0.00144224636840884,0.0012,0.004890016,0.00508990296085879,122.2504,127.24757402147
"vasicek","Wald",0.005,25000,0.2,10000,0.0866,0.00136663547276227,0.00109650367553273,0.0735,0.004945052,0.00896540266590365,123.6263,224.135066647591
"vasicek","Clopper_Pearson",0.005,25000,0.2,10000,0.0864,0.00141494624093386,0.00114004615325543,0.0177,0.004945052,0.00896540266590365,123.6263,224.135066647591
"vasicek","Wilson",0.005,25000,0.2,10000,0.0854,0.00138486039999516,0.00110704766723525,0.0177,0.004945052,0.00896540266590365,123.6263,224.135066647591
"vasicek","Agresti_Coull",0.005,25000,0.2,10000,0.0854,0.00139830803039586,0.00111757321228479,0.0355,0.004945052,0.00896540266590365,123.6263,224.135066647591
"vasicek","Wald",0.005,25000,0.25,10000,0.0623,0.00127446408320355,0.000953053595405963,0.1361,0.004979164,0.0108561458175222,124.4791,271.403645438055
"vasicek","Clopper_Pearson",0.005,25000,0.25,10000,0.0633,0.00132759717824431,0.000997149740679368,0.0458,0.004979164,0.0108561458175222,124.4791,271.403645438055
"vasicek","Wilson",0.005,25000,0.25,10000,0.0625,0.00129993468592781,0.000965212782703455,0.0458,0.004979164,0.0108561458175222,124.4791,271.403645438055
"vasicek","Agresti_Coull",0.005,25000,0.25,10000,0.0625,0.00131542097335536,0.000977290243133048,0.0804,0.004979164,0.0108561458175222,124.4791,271.403645438055
"independent","Wald",0.005,50000,0,10000,0.9443,0.00123562632262867,0.00123648720601398,0,0.00499824,0.000320609640301326,249.912,16.0304820150663
"independent","Clopper_Pearson",0.005,50000,0,10000,0.9458,0.00125638672052494,0.00125724618345407,0,0.00499824,0.000320609640301326,249.912,16.0304820150663
"independent","Wilson",0.005,50000,0,10000,0.942,0.00123791990694603,0.00123877662425815,0,0.00499824,0.000320609640301326,249.912,16.0304820150663
"independent","Agresti_Coull",0.005,50000,0,10000,0.942,0.00124025633755202,0.00124110895966354,0,0.00499824,0.000320609640301326,249.912,16.0304820150663
"vasicek","Wald",0.005,50000,0.01,10000,0.3247,0.00122215350541349,0.00121162684447326,0,0.004993928,0.00149466447505964,249.6964,74.7332237529819
"vasicek","Clopper_Pearson",0.005,50000,0.01,10000,0.3255,0.00124294068675785,0.00123240326847693,0,0.004993928,0.00149466447505964,249.6964,74.7332237529819
"vasicek","Wilson",0.005,50000,0.01,10000,0.3203,0.00122452571216538,0.00121396699919884,0,0.004993928,0.00149466447505964,249.6964,74.7332237529819
"vasicek","Agresti_Coull",0.005,50000,0.01,10000,0.3203,0.00122693944267742,0.00121634882945457,0,0.004993928,0.00149466447505964,249.6964,74.7332237529819
"vasicek","Wald",0.005,50000,0.05,10000,0.1419,0.00117165980492649,0.0011256215509689,0,0.00500501,0.00350045931006749,250.2505,175.022965503374
"vasicek","Clopper_Pearson",0.005,50000,0.05,10000,0.1427,0.00119257027262953,0.00114646395184262,0,0.00500501,0.00350045931006749,250.2505,175.022965503374
"vasicek","Wilson",0.005,50000,0.05,10000,0.1408,0.00117439374132029,0.00112815381269071,0,0.00500501,0.00350045931006749,250.2505,175.022965503374
"vasicek","Agresti_Coull",0.005,50000,0.05,10000,0.1408,0.00117716149710154,0.00113072324871053,0,0.00500501,0.00350045931006749,250.2505,175.022965503374
"vasicek","Wald",0.005,50000,0.1,10000,0.0976,0.00111157907415079,0.00101745739770449,9e-04,0.00507855,0.00558485982307742,253.9275,279.242991153871
"vasicek","Clopper_Pearson",0.005,50000,0.1,10000,0.0978,0.00113271805257818,0.00103839781042262,0,0.00507855,0.00558485982307742,253.9275,279.242991153871
"vasicek","Wilson",0.005,50000,0.1,10000,0.0968,0.00111495104341218,0.00102027560972127,0,0.00507855,0.00558485982307742,253.9275,279.242991153871
"vasicek","Agresti_Coull",0.005,50000,0.1,10000,0.0968,0.00111831236272137,0.00102312470652839,4e-04,0.00507855,0.00558485982307742,253.9275,279.242991153871
"vasicek","Wald",0.005,50000,0.2,10000,0.0569,0.000979182124815916,0.000783201215836925,0.0388,0.005050296,0.00869970718604346,252.5148,434.985359302173
"vasicek","Clopper_Pearson",0.005,50000,0.2,10000,0.057,0.00100183138802253,0.000804442623471828,0.0074,0.005050296,0.00869970718604346,252.5148,434.985359302173
"vasicek","Wilson",0.005,50000,0.2,10000,0.056,0.000985464279933052,0.000786900067435177,0.0074,0.005050296,0.00869970718604346,252.5148,434.985359302173
"vasicek","Agresti_Coull",0.005,50000,0.2,10000,0.056,0.000990565249918329,0.000790611131788834,0.0174,0.005050296,0.00869970718604346,252.5148,434.985359302173
"vasicek","Wald",0.005,50000,0.25,10000,0.0466,0.000900137727080162,0.000664754694773279,0.0819,0.00497514,0.0114625523453997,248.757,573.127617269983
"vasicek","Clopper_Pearson",0.005,50000,0.25,10000,0.0465,0.000924437073720135,0.000686226380906202,0.0234,0.00497514,0.0114625523453997,248.757,573.127617269983
"vasicek","Wilson",0.005,50000,0.25,10000,0.0461,0.000909085454172477,0.00066912833302403,0.0234,0.00497514,0.0114625523453997,248.757,573.127617269983
"vasicek","Agresti_Coull",0.005,50000,0.25,10000,0.0461,0.000915200460450168,0.000673498437423515,0.0455,0.00497514,0.0114625523453997,248.757,573.127617269983
"independent","Wald",0.005,1e+05,0,10000,0.9473,0.000874137416939457,0.000874328488222893,0,0.005000337,0.000223314449522051,500.0337,22.3314449522051
"independent","Clopper_Pearson",0.005,1e+05,0,10000,0.9501,0.000884406162551805,0.000884597026939694,0,0.005000337,0.000223314449522051,500.0337,22.3314449522051
"independent","Wilson",0.005,1e+05,0,10000,0.9471,0.000874947894104523,0.000875138356966006,0,0.005000337,0.000223314449522051,500.0337,22.3314449522051
"independent","Agresti_Coull",0.005,1e+05,0,10000,0.9471,0.000875774345813514,0.000875964206866158,0,0.005000337,0.000223314449522051,500.0337,22.3314449522051
"vasicek","Wald",0.005,1e+05,0.01,10000,0.231,0.000863985124398541,0.000856749557994703,0,0.004991251,0.00149795641202948,499.1251,149.795641202948
"vasicek","Clopper_Pearson",0.005,1e+05,0.01,10000,0.235,0.000874263645327556,0.000867024269746742,0,0.004991251,0.00149795641202948,499.1251,149.795641202948
"vasicek","Wilson",0.005,1e+05,0.01,10000,0.2332,0.000864824327843512,0.000857577390941895,0,0.004991251,0.00149795641202948,499.1251,149.795641202948
"vasicek","Agresti_Coull",0.005,1e+05,0.01,10000,0.2332,0.000865679165568293,0.000858420816483752,0,0.004991251,0.00149795641202948,499.1251,149.795641202948
"vasicek","Wald",0.005,1e+05,0.05,10000,0.0976,0.000827597722199026,0.00079593463173983,0,0.005001315,0.00354097446344789,500.1315,354.097446344789
"vasicek","Clopper_Pearson",0.005,1e+05,0.05,10000,0.0998,0.000837920559904682,0.000806232689542551,0,0.005001315,0.00354097446344789,500.1315,354.097446344789
"vasicek","Wilson",0.005,1e+05,0.05,10000,0.0987,0.000828567219042381,0.000796830493784677,0,0.005001315,0.00354097446344789,500.1315,354.097446344789
"vasicek","Agresti_Coull",0.005,1e+05,0.05,10000,0.0987,0.000829550597611121,0.000797740567519583,0,0.005001315,0.00354097446344789,500.1315,354.097446344789
"vasicek","Wald",0.005,1e+05,0.1,10000,0.0655,0.000784854021681583,0.000711987114757342,1e-04,0.005046185,0.0055320861303373,504.6185,553.20861303373
"vasicek","Clopper_Pearson",0.005,1e+05,0.1,10000,0.0665,0.00079524931610395,0.000722323627126863,0,0.005046185,0.0055320861303373,504.6185,553.20861303373
"vasicek","Wilson",0.005,1e+05,0.1,10000,0.0663,0.000786035382217047,0.000712995283548605,0,0.005046185,0.0055320861303373,504.6185,553.20861303373
"vasicek","Agresti_Coull",0.005,1e+05,0.1,10000,0.0663,0.000787225462691295,0.000714015625741899,0,0.005046185,0.0055320861303373,504.6185,553.20861303373
"vasicek","Wald",0.005,1e+05,0.2,10000,0.0389,0.000692655396841675,0.000555186900126929,0.0156,0.005093945,0.00954874591565988,509.3945,954.874591565988
"vasicek","Clopper_Pearson",0.005,1e+05,0.2,10000,0.0394,0.000703463595078624,0.00056562507410658,0.0029,0.005093945,0.00954874591565988,509.3945,954.874591565988
"vasicek","Wilson",0.005,1e+05,0.2,10000,0.0392,0.000694752581838435,0.000556492930239631,0.0029,0.005093945,0.00954874591565988,509.3945,954.874591565988
"vasicek","Agresti_Coull",0.005,1e+05,0.2,10000,0.0392,0.000696624107987788,0.000557806465258336,0.0056,0.005093945,0.00954874591565988,509.3945,954.874591565988
"vasicek","Wald",0.005,1e+05,0.25,10000,0.0318,0.000631368084547793,0.000463487349975518,0.044,0.004803614,0.0104283610510197,480.3614,1042.83610510197
"vasicek","Clopper_Pearson",0.005,1e+05,0.25,10000,0.0328,0.00064275323417064,0.000474015870127703,0.0117,0.004803614,0.0104283610510197,480.3614,1042.83610510197
"vasicek","Wilson",0.005,1e+05,0.25,10000,0.0328,0.000634469756297284,0.000465058692288094,0.0117,0.004803614,0.0104283610510197,480.3614,1042.83610510197
"vasicek","Agresti_Coull",0.005,1e+05,0.25,10000,0.0328,0.000636822074456402,0.000466633524855313,0.0228,0.004803614,0.0104283610510197,480.3614,1042.83610510197
"independent","Wald",0.01,5000,0,10000,0.9465,0.00550126211714348,0.0055158275770638,0,0.00999796,0.00140603895143531,49.9898,7.03019475717653
"independent","Clopper_Pearson",0.01,5000,0,10000,0.9526,0.00571726792195699,0.00573169126079122,0,0.00999796,0.00140603895143531,49.9898,7.03019475717653
"independent","Wilson",0.01,5000,0,10000,0.9456,0.00555064730779754,0.00556480227826285,0,0.00999796,0.00140603895143531,49.9898,7.03019475717653
"independent","Agresti_Coull",0.01,5000,0,10000,0.9456,0.00560162216464327,0.00561539110193959,0,0.00999796,0.00140603895143531,49.9898,7.03019475717653
"vasicek","Wald",0.01,5000,0.01,10000,0.6443,0.00544742248028934,0.00540547691392709,0,0.00998064,0.00300137668688914,49.9032,15.0068834344457
"vasicek","Clopper_Pearson",0.01,5000,0.01,10000,0.652,0.00566396070271175,0.00562174791151213,0,0.00998064,0.00300137668688914,49.9032,15.0068834344457
"vasicek","Wilson",0.01,5000,0.01,10000,0.6385,0.00549834347453055,0.005455611874078,0,0.00998064,0.00300137668688914,49.9032,15.0068834344457
"vasicek","Agresti_Coull",0.01,5000,0.01,10000,0.6385,0.00555075633235351,0.00550728767597413,0,0.00998064,0.00300137668688914,49.9032,15.0068834344457
"vasicek","Wald",0.01,5000,0.05,10000,0.329,0.00524548813622976,0.00505942295203257,0.0017,0.00999618,0.00653400357574686,49.9809,32.6700178787343
"vasicek","Clopper_Pearson",0.01,5000,0.05,10000,0.3395,0.00546473367201321,0.00527707412141726,0,0.00999618,0.00653400357574686,49.9809,32.6700178787343
"vasicek","Wilson",0.01,5000,0.05,10000,0.3316,0.00530375325595044,0.00511349577776693,0,0.00999618,0.00653400357574686,49.9809,32.6700178787343
"vasicek","Agresti_Coull",0.01,5000,0.05,10000,0.3316,0.00536264668055671,0.00516886173144264,4e-04,0.00999618,0.00653400357574686,49.9809,32.6700178787343
"vasicek","Wald",0.01,5000,0.1,10000,0.2312,0.00502147837521679,0.00468694888248062,0.0172,0.01002684,0.00925394462721257,50.1342,46.2697231360628
"vasicek","Clopper_Pearson",0.01,5000,0.1,10000,0.2365,0.00524691760736021,0.00490629040734372,0.0013,0.01002684,0.00925394462721257,50.1342,46.2697231360628
"vasicek","Wilson",0.01,5000,0.1,10000,0.2303,0.00509252121481366,0.00474585504213857,0,0.01002684,0.00925394462721257,50.1342,46.2697231360628
"vasicek","Agresti_Coull",0.01,5000,0.1,10000,0.2303,0.00515981802023873,0.0048057481518477,0.0051,0.01002684,0.00925394462721257,50.1342,46.2697231360628
"vasicek","Wald",0.01,5000,0.2,10000,0.1401,0.00443142292641402,0.00375120517237296,0.132,0.0099214,0.0157379927081394,49.607,78.6899635406969
"vasicek","Clopper_Pearson",0.01,5000,0.2,10000,0.1429,0.00469404390448781,0.00397613791733795,0.0325,0.0099214,0.0157379927081394,49.607,78.6899635406969
"vasicek","Wilson",0.01,5000,0.2,10000,0.1389,0.00456018279276981,0.00382613503647493,0,0.0099214,0.0157379927081394,49.607,78.6899635406969
"vasicek","Agresti_Coull",0.01,5000,0.2,10000,0.1389,0.00464695375719209,0.00390095334085763,0.0655,0.0099214,0.0157379927081394,49.607,78.6899635406969
"vasicek","Wald",0.01,5000,0.25,10000,0.1181,0.0041087141363522,0.00322695555920968,0.2079,0.00972278,0.0179060349513891,48.6139,89.5301747569455
"vasicek","Clopper_Pearson",0.01,5000,0.25,10000,0.1197,0.00439898025117987,0.00345633155308297,0.0648,0.00972278,0.0179060349513891,48.6139,89.5301747569455
"vasicek","Wilson",0.01,5000,0.25,10000,0.1167,0.00427743138052089,0.00331460798017185,0,0.00972278,0.0179060349513891,48.6139,89.5301747569455
"vasicek","Agresti_Coull",0.01,5000,0.25,10000,0.1167,0.00437309713172369,0.00340111127199123,0.1217,0.00972278,0.0179060349513891,48.6139,89.5301747569455
"independent","Wald",0.01,10000,0,10000,0.9516,0.00389216467012385,0.00390027908359757,0,0.00998301,0.000982383248831513,99.8301,9.82383248831513
"independent","Clopper_Pearson",0.01,10000,0,10000,0.9598,0.00399782401751654,0.00400590831845052,0,0.00998301,0.000982383248831513,99.8301,9.82383248831513
"independent","Wilson",0.01,10000,0,10000,0.9546,0.00390961897868819,0.00391764610696623,0,0.00998301,0.000982383248831513,99.8301,9.82383248831513
"independent","Agresti_Coull",0.01,10000,0,10000,0.9546,0.00392772848977559,0.00393567175713692,0,0.00998301,0.000982383248831513,99.8301,9.82383248831513
"vasicek","Wald",0.01,10000,0.01,10000,0.4923,0.00386247878736984,0.0038419113836888,0,0.01001912,0.00292347551665986,100.1912,29.2347551665986
"vasicek","Clopper_Pearson",0.01,10000,0.01,10000,0.5093,0.00396831380604925,0.00394764819807427,0,0.01001912,0.00292347551665986,100.1912,29.2347551665986
"vasicek","Wilson",0.01,10000,0.01,10000,0.4981,0.00388044458666989,0.00385958600836498,0,0.01001912,0.00292347551665986,100.1912,29.2347551665986
"vasicek","Agresti_Coull",0.01,10000,0.01,10000,0.4981,0.00389904659624209,0.00387790390671612,0,0.01001912,0.00292347551665986,100.1912,29.2347551665986
"vasicek","Wald",0.01,10000,0.05,10000,0.2322,0.00370000984029979,0.00357755227827309,2e-04,0.00990364,0.0063374284256554,99.0364,63.374284256554
"vasicek","Clopper_Pearson",0.01,10000,0.05,10000,0.2423,0.00380674856113221,0.00368381570303339,0,0.00990364,0.0063374284256554,99.0364,63.374284256554
"vasicek","Wilson",0.01,10000,0.05,10000,0.2383,0.00372057276328547,0.00359673566464769,0,0.00990364,0.0063374284256554,99.0364,63.374284256554
"vasicek","Agresti_Coull",0.01,10000,0.05,10000,0.2383,0.00374163335157705,0.00361648926339499,0,0.00990364,0.0063374284256554,99.0364,63.374284256554
"vasicek","Wald",0.01,10000,0.1,10000,0.1585,0.00353787982290634,0.00329124351501235,0.0058,0.01004122,0.00995667215708363,100.4122,99.5667215708363
"vasicek","Clopper_Pearson",0.01,10000,0.1,10000,0.1654,0.00364639462602221,0.00339816339569337,2e-04,0.01004122,0.00995667215708363,100.4122,99.5667215708363
"vasicek","Wilson",0.01,10000,0.1,10000,0.1612,0.00356284581760544,0.00331231355133346,2e-04,0.01004122,0.00995667215708363,100.4122,99.5667215708363
"vasicek","Agresti_Coull",0.01,10000,0.1,10000,0.1612,0.00358757944792565,0.00333386604458212,5e-04,0.01004122,0.00995667215708363,100.4122,99.5667215708363
"vasicek","Wald",0.01,10000,0.2,10000,0.1043,0.00312165847853507,0.00265250261500697,0.0648,0.00963294,0.0150368833786318,96.3294,150.368833786318
"vasicek","Clopper_Pearson",0.01,10000,0.2,10000,0.1093,0.0032405380497405,0.00276135340792637,0.0124,0.00963294,0.0150368833786318,96.3294,150.368833786318
"vasicek","Wilson",0.01,10000,0.2,10000,0.1074,0.00316480676449365,0.00267914584527079,0.0124,0.00963294,0.0150368833786318,96.3294,150.368833786318
"vasicek","Agresti_Coull",0.01,10000,0.2,10000,0.1074,0.00319842459570467,0.00270601569411271,0.0288,0.00963294,0.0150368833786318,96.3294,150.368833786318
"vasicek","Wald",0.01,10000,0.25,10000,0.0855,0.0029811137998848,0.00234771944219769,0.1218,0.00996349,0.0179525787431292,99.6349,179.525787431292
"vasicek","Clopper_Pearson",0.01,10000,0.25,10000,0.0905,0.00311088228652527,0.00245783639272479,0.0375,0.00996349,0.0179525787431292,99.6349,179.525787431292
"vasicek","Wilson",0.01,10000,0.25,10000,0.0883,0.00304048900695832,0.00237802630485084,0.0375,0.00996349,0.0179525787431292,99.6349,179.525787431292
"vasicek","Agresti_Coull",0.01,10000,0.25,10000,0.0883,0.00307849512421548,0.0024083796089823,0.0696,0.00996349,0.0179525787431292,99.6349,179.525787431292
"independent","Wald",0.01,25000,0,10000,0.9485,0.00246488490676366,0.00246675308289652,0,0.009994916,0.000629434167869181,249.8729,15.7358541967295
"independent","Clopper_Pearson",0.01,25000,0,10000,0.949,0.00250631600170345,0.00250818124285546,0,0.009994916,0.000629434167869181,249.8729,15.7358541967295
"independent","Wilson",0.01,25000,0,10000,0.946,0.00246929492644737,0.00247115455920991,0,0.009994916,0.000629434167869181,249.8729,15.7358541967295
"independent","Agresti_Coull",0.01,25000,0,10000,0.946,0.00247388500780204,0.00247573631549601,0,0.009994916,0.000629434167869181,249.8729,15.7358541967295
"vasicek","Wald",0.01,25000,0.01,10000,0.3464,0.0024390965932564,0.002427356338845,0,0.009969676,0.00278468728286505,249.2419,69.6171820716262
"vasicek","Clopper_Pearson",0.01,25000,0.01,10000,0.3466,0.00248057671447522,0.00246881363263936,0,0.009969676,0.00278468728286505,249.2419,69.6171820716262
"vasicek","Wilson",0.01,25000,0.01,10000,0.3418,0.00244364964148671,0.00243184130237609,0,0.009969676,0.00278468728286505,249.2419,69.6171820716262
"vasicek","Agresti_Coull",0.01,25000,0.01,10000,0.3418,0.00244837935386905,0.00243650306419293,0,0.009969676,0.00278468728286505,249.2419,69.6171820716262
"vasicek","Wald",0.01,25000,0.05,10000,0.153,0.00233446766439925,0.0022626427295335,0,0.009822888,0.0061969070854095,245.5722,154.922677135238
